auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date,total_amount_accepted,bond
77,59974391.37,2035-05-15,0.0,18770.0,94000,5.47,Venda,2017-02-07,300351240.87,NTN-B 20 anos,300000,NTN-B,0,2017-02-08,360325632.24,NTN-B 2035-05
77,562234354.13,2022-08-15,0.0,182039.0,910350,5.7789,Venda,2017-02-07,2811650494.54,NTN-B 05 anos,1250000,NTN-B,0,2017-02-08,3373884848.67,NTN-B 2022-08
77,212842400.93,2026-08-15,0.0,67844.0,339650,5.63,Venda,2017-02-07,1065561014.86,NTN-B 10 anos,1250000,NTN-B,0,2017-02-08,1278403415.79,NTN-B 2026-08
118,179052633.54,2018-04-01,0.0,200000.0,1000000,10.474,Venda,2017-02-09,894908905.1,LTN 12 meses,1000000,LTN,0,2017-02-10,1073961538.64,LTN 2018-04
118,1142251643.36,2019-04-01,0.0,1400000.0,7000000,10.1579,Venda,2017-02-09,5709060000.0,LTN 24 meses,7000000,LTN,0,2017-02-10,6851311643.36,LTN 2019-04
118,575489856.66,2020-07-01,0.0,799995.0,4000000,10.327,Venda,2017-02-09,2876342974.28,LTN 48 meses,4000000,LTN,0,2017-02-10,3451832830.94,LTN 2020-07
119,215678666.67,2023-03-01,0.0,25271.0,1000000,0.0637,Venda,2017-02-09,8534634349.18,LFT 6 anos,1000000,LFT,0,2017-02-10,8750313015.85,LFT 2023-03
125,0.0,2020-07-01,0.0,0.0,4500000,10.2639,Venda,2017-02-16,3248336863.57,LTN 48 meses,4500000,LTN,0,2017-02-17,3248336863.57,LTN 2020-07
126,0.0,2023-01-01,0.0,0.0,2000000,10.373,Venda,2017-02-16,2001428428.78,NTN-F 07 anos,2000000,NTN-F,0,2017-02-17,2001428428.78,NTN-F 2023-01
126,0.0,2027-01-01,0.0,0.0,2000000,10.3669,Venda,2017-02-16,1990839736.87,NTN-F 10 anos,2000000,NTN-F,0,2017-02-17,1990839736.87,NTN-F 2027-01
125,60084569.4,2017-10-01,0.0,64000.0,1000000,10.9584,Venda,2017-02-16,938433867.6,LTN 06 meses,1000000,LTN,0,2017-02-17,998518437.0,LTN 2017-10
125,0.0,2019-04-01,0.0,0.0,4500000,10.0983,Venda,2017-02-16,3681773566.15,LTN 24 meses,4500000,LTN,0,2017-02-17,3681773566.15,LTN 2019-04
139,83798576.49,2026-08-15,0.0,27177.0,144950,5.52,Venda,2017-02-21,446944242.4,NTN-B 10 anos,1250000,NTN-B,0,2017-02-22,530742818.89,NTN-B 2026-08
139,554770481.47,2022-08-15,0.0,183362.0,1105050,5.672,Venda,2017-02-21,3343381511.28,NTN-B 05 anos,1250000,NTN-B,0,2017-02-22,3898151992.75,NTN-B 2022-08
139,159621845.72,2055-05-15,0.0,46702.0,274750,5.1999,Venda,2017-02-21,939062612.42,NTN-B 40 anos,300000,NTN-B,0,2017-02-22,1098684458.14,NTN-B 2055-05
139,11808226.32,2035-05-15,0.0,3612.0,25250,5.2893,Venda,2017-02-21,82546432.98,NTN-B 20 anos,300000,NTN-B,0,2017-02-22,94354659.3,NTN-B 2035-05
152,0.0,2018-04-01,6043649541.5,0.0,1000000,10.0688,Venda,2017-02-23,902037244.7,LTN 12 meses,1000000,LTN,6700000,2017-02-24,902037244.7,LTN 2018-04
153,238707742.68,2023-03-01,10291344804.897655,27834.0,1000000,0.063,Venda,2017-02-23,8576123008.55,LFT 6 anos,1000000,LFT,1200000,2017-02-24,8814830751.23,LFT 2023-03
152,0.0,2019-04-01,0.0,0.0,6000000,9.8599,Venda,2017-02-23,4940559244.47,LTN 24 meses,6000000,LTN,0,2017-02-24,4940559244.47,LTN 2019-04
152,0.0,2020-07-01,0.0,0.0,5500000,10.0629,Venda,2017-02-23,4002367441.94,LTN 48 meses,5500000,LTN,0,2017-02-24,4002367441.94,LTN 2020-07
162,17437333.57,2027-01-01,0.0,17339.0,1000000,10.2399,Venda,2017-03-02,1005281912.75,NTN-F 10 anos,1000000,NTN-F,0,2017-03-03,1022719246.32,NTN-F 2027-01
161,576199378.02,2019-04-01,0.0,697998.0,3500000,9.804,Venda,2017-03-02,2888183401.45,LTN 24 meses,3500000,LTN,0,2017-03-03,3464382779.47,LTN 2019-04
161,142941691.04,2017-10-01,0.0,151531.0,1000000,10.675,Venda,2017-03-02,942936910.94,LTN 06 meses,1000000,LTN,0,2017-03-03,1085878601.98,LTN 2017-10
162,138773233.9,2023-01-01,0.0,137331.0,1000000,10.209,Venda,2017-03-02,1010109396.04,NTN-F 07 anos,1000000,NTN-F,0,2017-03-03,1148882629.94,NTN-F 2023-01
161,375249171.63,2020-07-01,0.0,514307.0,3000000,10.04,Venda,2017-03-02,2188029645.15,LTN 48 meses,3000000,LTN,0,2017-03-03,2563278816.78,LTN 2020-07
167,83766181.57,2026-08-15,0.0,26762.0,390100,5.36,Venda,2017-03-07,1221029349.06,NTN-B 10 anos,1250000,NTN-B,0,2017-03-08,1304795530.63,NTN-B 2026-08
168,0.0,2050-08-15,0.0,0.0,0,0.0,Compra,2017-03-07,0.0,,150000,NTN-B,0,2017-03-08,0.0,NTN-B 2050-08
167,463051452.76,2022-08-15,0.0,151017.0,859900,5.459,Venda,2017-03-07,2636643187.64,NTN-B 05 anos,1250000,NTN-B,0,2017-03-08,3099694640.4,NTN-B 2022-08
168,0.0,2035-05-15,0.0,0.0,0,0.0,Compra,2017-03-07,0.0,NTN-B 20 anos,150000,NTN-B,0,2017-03-08,0.0,NTN-B 2035-05
168,0.0,2055-05-15,0.0,0.0,0,0.0,Compra,2017-03-07,0.0,NTN-B 40 anos,150000,NTN-B,0,2017-03-08,0.0,NTN-B 2055-05
174,495882786.28,2019-04-01,0.0,599997.0,3000000,9.8387,Venda,2017-03-09,2478503094.02,LTN 24 meses,3000000,LTN,0,2017-03-10,2974385880.3,LTN 2019-04
174,582964815.38,2020-07-01,0.0,799997.0,4000000,10.1288,Venda,2017-03-09,2913718441.63,LTN 48 meses,4000000,LTN,0,2017-03-10,3496683257.01,LTN 2020-07
175,257500444.01,2023-03-01,0.0,29913.0,1000000,0.0621,Venda,2017-03-09,8608313774.01,LFT 6 anos,1000000,LFT,0,2017-03-10,8865814218.02,LFT 2023-03
174,170309784.23,2018-04-01,0.0,188000.0,1000000,9.974,Venda,2017-03-09,905561279.96,LTN 12 meses,1000000,LTN,0,2017-03-10,1075871064.19,LTN 2018-04
180,127389363.07,2019-04-01,0.0,153257.0,5000000,9.628,Venda,2017-03-16,4154553680.47,LTN 24 meses,5000000,LTN,0,2017-03-17,4281943043.54,LTN 2019-04
181,184964159.96,2027-01-01,0.0,183222.0,1000000,10.2469,Venda,2017-03-16,1009116163.83,NTN-F 10 anos,1000000,NTN-F,0,2017-03-17,1194080323.79,NTN-F 2027-01
180,16768440.27,2017-10-01,0.0,17684.0,1000000,10.4369,Venda,2017-03-16,947852955.46,LTN 06 meses,1000000,LTN,0,2017-03-17,964621395.73,LTN 2017-10
181,203060417.07,2023-01-01,0.0,199998.0,1000000,10.1909,Venda,2017-03-16,1014918392.31,NTN-F 07 anos,1000000,NTN-F,0,2017-03-17,1217978809.38,NTN-F 2023-01
180,587047832.08,2020-07-01,0.0,799997.0,4000000,9.968,Venda,2017-03-16,2934138632.08,LTN 48 meses,4000000,LTN,0,2017-03-17,3521186464.16,LTN 2020-07
214,3376263.72,2055-05-15,0.0,968.0,80700,5.11,Venda,2017-03-21,281471573.24,NTN-B 40 anos,150000,NTN-B,0,2017-03-22,284847836.96000004,NTN-B 2055-05
214,589553227.41,2022-08-15,0.0,190251.0,1013300,5.279,Venda,2017-03-21,3140032301.68,NTN-B 05 anos,1250000,NTN-B,0,2017-03-22,3729585529.09,NTN-B 2022-08
214,835250.11,2035-05-15,0.0,250.0,69300,5.147,Venda,2017-03-21,231531330.95,NTN-B 20 anos,150000,NTN-B,0,2017-03-22,232366581.06,NTN-B 2035-05
214,97085616.09,2026-08-15,0.0,30723.0,236700,5.26,Venda,2017-03-21,747979212.44,NTN-B 10 anos,1250000,NTN-B,0,2017-03-22,845064828.5300001,NTN-B 2026-08
222,182212176.11,2018-04-01,0.0,199999.0,1000000,9.768,Venda,2017-03-23,910728452.81,LTN 12 meses,1000000,LTN,0,2017-03-24,1092940628.92,LTN 2018-04
222,582256286.98,2019-04-01,0.0,699996.0,3500000,9.6939,Venda,2017-03-23,2910225087.89,LTN 24 meses,3500000,LTN,0,2017-03-24,3492481374.87,LTN 2019-04
222,513282510.17,2020-07-01,0.0,699998.0,3500000,10.0449,Venda,2017-03-23,2565440599.04,LTN 48 meses,3500000,LTN,0,2017-03-24,3078723109.21,LTN 2020-07
223,197452719.86,2023-03-01,0.0,22831.0,1000000,0.0605,Venda,2017-03-23,8648446858.59,LFT 6 anos,1000000,LFT,0,2017-03-24,8845899578.45,LFT 2023-03
228,430487284.99,2020-07-01,0.0,582753.0,4500000,9.862,Venda,2017-03-30,3322965730.19,LTN 48 meses,4500000,LTN,0,2017-03-31,3753453015.18,LTN 2020-07
228,50934138.85,2019-04-01,0.0,60979.0,3500000,9.565,Venda,2017-03-30,2922396589.46,LTN 24 meses,3500000,LTN,0,2017-03-31,2973330728.31,LTN 2019-04
229,205315161.71,2023-01-01,0.0,200000.0,1000000,9.9999,Venda,2017-03-30,1026185986.4,NTN-F 07 anos,1000000,NTN-F,0,2017-03-31,1231501148.11,NTN-F 2023-01
229,306681042.16,2027-01-01,0.0,299998.0,1500000,10.0849,Venda,2017-03-30,1532825721.11,NTN-F 10 anos,1500000,NTN-F,0,2017-03-31,1839506763.27,NTN-F 2027-01
228,0.0,2017-10-01,0.0,0.0,1000000,10.2849,Venda,2017-03-30,952263899.7,LTN 06 meses,1000000,LTN,0,2017-03-31,952263899.7,LTN 2017-10
227,0.0,2025-01-01,0.0,0.0,0,0.0,Compra,2017-03-30,0.0,,150000,NTN-F,0,2017-03-31,0.0,NTN-F 2025-01
274,2776955.51,2026-08-15,0.0,876.0,124650,5.26,Venda,2017-04-04,395145553.78,NTN-B 10 anos,1250000,NTN-B,0,2017-04-05,397922509.29,NTN-B 2026-08
274,0.0,2055-05-15,0.0,0.0,25650,5.129,Venda,2017-04-04,89476176.27,NTN-B 40 anos,150000,NTN-B,0,2017-04-05,89476176.27,NTN-B 2055-05
274,297213.44,2035-05-15,0.0,89.0,110000,5.18,Venda,2017-04-04,367342465.7,NTN-B 20 anos,150000,NTN-B,0,2017-04-05,367639679.14,NTN-B 2035-05
274,73780191.79,2022-08-15,0.0,23714.0,822150,5.26,Venda,2017-04-04,2557914509.76,NTN-B 05 anos,1250000,NTN-B,0,2017-04-05,2631694701.55,NTN-B 2022-08
289,109188089.07,2018-04-01,0.0,119200.0,1000000,9.5689,Venda,2017-04-06,915674680.74,LTN 12 meses,1000000,LTN,0,2017-04-07,1024862769.81,LTN 2018-04
289,67824165.8,2020-07-01,0.0,91753.0,4500000,9.904,Venda,2017-04-06,3325166650.18,LTN 48 meses,4500000,LTN,0,2017-04-07,3392990815.98,LTN 2020-07
290,205374488.69,2023-03-01,0.0,23633.0,1000000,0.0593,Venda,2017-04-06,8690159786.91,LFT 6 anos,1000000,LFT,0,2017-04-07,8895534275.6,LFT 2023-03
289,413607672.79,2019-04-01,7857701984.2,494610.0,4000000,9.5999,Venda,2017-04-06,3343702973.29,LTN 24 meses,4000000,LTN,9400000,2017-04-07,3757310646.08,LTN 2019-04
313,36517414.59,2027-01-01,0.0,35603.0,2500000,10.0999,Venda,2017-04-13,2563220477.12,NTN-F 10 anos,2500000,NTN-F,0,2017-04-17,2599737891.71,NTN-F 2027-01
312,0.0,2017-10-01,0.0,0.0,1000000,10.014,Venda,2017-04-13,957019489.0,LTN 06 meses,1000000,LTN,0,2017-04-17,957019489.0,LTN 2017-10
312,36067796.27,2020-07-01,0.0,48674.0,4000000,9.884,Venda,2017-04-13,2962918428.13,LTN 48 meses,4000000,LTN,0,2017-04-17,2998986224.4,LTN 2020-07
312,86734529.64,2019-04-01,0.0,103409.0,4000000,9.534,Venda,2017-04-13,3353794453.24,LTN 24 meses,4000000,LTN,0,2017-04-17,3440528982.88,LTN 2019-04
313,107246305.19,2023-01-01,0.0,104000.0,2000000,9.9886,Venda,2017-04-13,2061642423.45,NTN-F 07 anos,2000000,NTN-F,0,2017-04-17,2168888728.64,NTN-F 2023-01
327,1397681.55,2035-05-15,0.0,420.0,87500,5.24,Venda,2017-04-18,291183657.61,NTN-B 20 anos,150000,NTN-B,0,2017-04-19,292581339.16,NTN-B 2035-05
327,19031239.92,2022-08-15,0.0,6093.0,673300,5.2388,Venda,2017-04-18,2103025414.64,NTN-B 05 anos,750000,NTN-B,0,2017-04-19,2122056654.56,NTN-B 2022-08
327,0.0,2026-08-15,0.0,0.0,76700,5.23,Venda,2017-04-18,244377086.39,NTN-B 10 anos,750000,NTN-B,0,2017-04-19,244377086.39,NTN-B 2026-08
327,0.0,2055-05-15,0.0,0.0,62500,5.1399,Venda,2017-04-18,218292668.06,NTN-B 40 anos,150000,NTN-B,0,2017-04-19,218292668.06,NTN-B 2055-05
344,395071804.53,2019-04-01,0.0,469997.0,2500000,9.4909,Venda,2017-04-20,2100703329.08,LTN 24 meses,2500000,LTN,0,2017-04-24,2495775133.61,LTN 2019-04
344,348776241.82,2020-07-01,0.0,469997.0,2500000,9.8869,Venda,2017-04-20,1854509742.79,LTN 48 meses,2500000,LTN,0,2017-04-24,2203285984.61,LTN 2020-07
345,203229127.64,2023-03-01,0.0,23296.0,1000000,0.0578,Venda,2017-04-20,8723773627.76,LFT 6 anos,1000000,LFT,0,2017-04-24,8927002755.4,LFT 2023-03
344,147320402.03,2018-04-01,0.0,160000.0,1000000,9.344,Venda,2017-04-20,920426006.8,LTN 12 meses,1000000,LTN,0,2017-04-24,1067746408.83,LTN 2018-04
372,245001168.44,2027-01-01,0.0,241145.0,1500000,10.3199,Venda,2017-04-27,1523390120.17,NTN-F 10 anos,1500000,NTN-F,0,2017-04-28,1768391288.61,NTN-F 2027-01
371,11529235.53,2017-10-01,0.0,12000.0,1000000,9.8839,Venda,2017-04-27,960410000.0,LTN 06 meses,1000000,LTN,0,2017-04-28,971939235.53,LTN 2017-10
371,672946493.75,2019-04-01,0.0,799860.0,4000000,9.53,Venda,2017-04-27,3364107813.65,LTN 24 meses,4000000,LTN,0,2017-04-28,4037054307.4,LTN 2019-04
372,248171235.54,2023-01-01,0.0,241675.0,1500000,10.169,Venda,2017-04-27,1539727386.74,NTN-F 07 anos,1500000,NTN-F,0,2017-04-28,1787898622.28,NTN-F 2023-01
371,370340008.04,2020-07-01,0.0,499975.0,2500000,10.0017,Venda,2017-04-27,1851091324.75,LTN 48 meses,2500000,LTN,0,2017-04-28,2221431332.79,LTN 2020-07
375,243481488.31,2022-08-15,0.0,78048.0,281600,5.32,Venda,2017-05-02,878489994.9,NTN-B 05 anos,750000,NTN-B,0,2017-05-03,1121971483.21,NTN-B 2022-08
375,15916407.13,2055-05-15,0.0,4624.0,77650,5.249,Venda,2017-05-02,267281361.49,NTN-B 40 anos,150000,NTN-B,0,2017-05-03,283197768.62,NTN-B 2055-05
375,11657955.85,2035-05-15,0.0,3540.0,72350,5.359,Venda,2017-05-02,238263589.67,NTN-B 20 anos,150000,NTN-B,0,2017-05-03,249921545.52,NTN-B 2035-05
375,52021618.13,2026-08-15,0.0,16425.0,110000,5.35,Venda,2017-05-02,348394398.77,NTN-B 10 anos,750000,NTN-B,0,2017-05-03,400416016.9,NTN-B 2026-08
380,162600915.28,2018-04-01,0.0,176000.0,1000000,9.274,Venda,2017-05-04,923542997.5,LTN 12 meses,1000000,LTN,0,2017-05-05,1086143912.78,LTN 2018-04
380,713450710.01,2019-04-01,0.0,845998.0,4500000,9.4675,Venda,2017-05-04,3793596133.86,LTN 24 meses,4500000,LTN,0,2017-05-05,4507046843.87,LTN 2019-04
381,126782888.3,2023-03-01,0.0,14483.0,1000000,0.0567,Venda,2017-05-04,8753913392.84,LFT 6 anos,1000000,LFT,0,2017-05-05,8880696281.14,LFT 2023-03
380,489024861.67,2020-07-01,0.0,657998.0,3500000,9.933,Venda,2017-05-04,2600222266.55,LTN 48 meses,3500000,LTN,0,2017-05-05,3089247128.2200003,LTN 2020-07
393,192959015.36,2017-10-01,0.0,200000.0,1000000,9.6539,Venda,2017-05-11,964442000.0,LTN 06 meses,1000000,LTN,0,2017-05-12,1157401015.36,LTN 2017-10
393,299826614.02,2020-07-01,0.0,399998.0,2000000,9.702,Venda,2017-05-11,1498586681.6,LTN 48 meses,2000000,LTN,0,2017-05-12,1798413295.62,LTN 2020-07
394,412040901.29,2027-01-01,0.0,399998.0,2000000,10.1379,Venda,2017-05-11,2059422322.99,NTN-F 10 anos,2000000,NTN-F,0,2017-05-12,2471463224.28,NTN-F 2027-01
394,207686248.63,2023-01-01,0.0,199997.0,1000000,9.97,Venda,2017-05-11,1038053997.94,NTN-F 07 anos,1000000,NTN-F,0,2017-05-12,1245740246.5700002,NTN-F 2023-01
393,1188538300.26,2019-04-01,0.0,1399997.0,7000000,9.1899,Venda,2017-05-11,5940629360.94,LTN 24 meses,7000000,LTN,0,2017-05-12,7129167661.2,LTN 2019-04
396,0.0,2055-05-15,0.0,0.0,46400,4.94,Venda,2017-05-16,163947780.82,NTN-B 40 anos,300000,NTN-B,0,2017-05-17,163947780.82,NTN-B 2055-05
396,646183798.07,2026-08-15,0.0,199997.0,1000000,5.1,Venda,2017-05-16,3230967454.94,NTN-B 10 anos,1000000,NTN-B,0,2017-05-17,3877151253.01,NTN-B 2026-08
396,0.0,2035-05-15,0.0,0.0,65700,5.03,Venda,2017-05-16,218953633.67,NTN-B 20 anos,300000,NTN-B,0,2017-05-17,218953633.67,NTN-B 2035-05
396,0.0,2022-08-15,0.0,0.0,0,0.0,Venda,2017-05-16,0.0,NTN-B 05 anos,1000000,NTN-B,0,2017-05-17,0.0,NTN-B 2022-08
433,0.0,2023-01-01,0.0,0.0,125000,11.45,Compra,2017-05-19,122806384.02,NTN-F 07 anos,1000000,NTN-F,0,2017-05-22,122806384.02,NTN-F 2023-01
435,0.0,2022-08-15,0.0,0.0,170000,6.002,Compra,2017-05-19,517346480.47,NTN-B 05 anos,1000000,NTN-B,0,2017-05-22,517346480.47,NTN-B 2022-08
434,0.0,2026-08-15,0.0,0.0,10000,5.9,Venda,2017-05-19,30644766.98,NTN-B 10 anos,1000000,NTN-B,0,2017-05-22,30644766.98,NTN-B 2026-08
434,0.0,2055-05-15,0.0,0.0,0,0.0,Venda,2017-05-19,0.0,NTN-B 40 anos,500000,NTN-B,0,2017-05-22,0.0,NTN-B 2055-05
433,0.0,2027-01-01,0.0,0.0,400000,11.6289,Compra,2017-05-19,378530725.8,NTN-F 10 anos,1000000,NTN-F,0,2017-05-22,378530725.8,NTN-F 2027-01
431,0.0,2018-04-01,0.0,0.0,0,0.0,Compra,2017-05-19,0.0,LTN 12 meses,3000000,LTN,0,2017-05-22,0.0,LTN 2018-04
435,0.0,2035-05-15,0.0,0.0,0,0.0,Compra,2017-05-19,0.0,NTN-B 20 anos,500000,NTN-B,0,2017-05-22,0.0,NTN-B 2035-05
431,0.0,2020-07-01,0.0,0.0,500000,11.05,Compra,2017-05-19,361475788.5,LTN 48 meses,3000000,LTN,0,2017-05-22,361475788.5,LTN 2020-07
430,0.0,2019-04-01,0.0,0.0,0,0.0,Venda,2017-05-19,0.0,LTN 24 meses,3000000,LTN,0,2017-05-22,0.0,LTN 2019-04
438,0.0,2027-01-01,0.0,0.0,100000,11.63,Venda,2017-05-22,95065032.5,NTN-F 10 anos,1000000,NTN-F,0,2017-05-23,95065032.5,NTN-F 2027-01
441,0.0,2026-08-15,0.0,0.0,0,0.0,Compra,2017-05-22,0.0,NTN-B 10 anos,1000000,NTN-B,0,2017-05-23,0.0,NTN-B 2026-08
440,0.0,2055-05-15,0.0,0.0,0,0.0,Venda,2017-05-22,0.0,NTN-B 40 anos,300000,NTN-B,0,2017-05-23,0.0,NTN-B 2055-05
441,0.0,2035-05-15,0.0,0.0,0,0.0,Compra,2017-05-22,0.0,NTN-B 20 anos,300000,NTN-B,0,2017-05-23,0.0,NTN-B 2035-05
436,0.0,2018-04-01,0.0,0.0,0,0.0,Venda,2017-05-22,0.0,LTN 12 meses,3000000,LTN,0,2017-05-23,0.0,LTN 2018-04
437,0.0,2020-07-01,0.0,0.0,200000,11.223,Compra,2017-05-22,143956078.0,LTN 48 meses,3000000,LTN,0,2017-05-23,143956078.0,LTN 2020-07
440,0.0,2022-08-15,0.0,0.0,62750,6.0307,Venda,2017-05-22,190896865.77,NTN-B 05 anos,1000000,NTN-B,0,2017-05-23,190896865.77,NTN-B 2022-08
438,0.0,2023-01-01,0.0,0.0,100000,11.55,Venda,2017-05-22,97945315.0,NTN-F 07 anos,1000000,NTN-F,0,2017-05-23,97945315.0,NTN-F 2023-01
437,0.0,2019-04-01,0.0,0.0,0,0.0,Compra,2017-05-22,0.0,LTN 24 meses,3000000,LTN,0,2017-05-23,0.0,LTN 2019-04
442,0.0,2020-07-01,0.0,0.0,100000,11.0799,Venda,2017-05-23,72295100.1,LTN 48 meses,3000000,LTN,0,2017-05-24,72295100.1,LTN 2020-07
442,0.0,2019-04-01,0.0,0.0,0,0.0,Venda,2017-05-23,0.0,LTN 24 meses,3000000,LTN,0,2017-05-24,0.0,LTN 2019-04
443,0.0,2018-04-01,0.0,0.0,0,0.0,Compra,2017-05-23,0.0,LTN 12 meses,3000000,LTN,0,2017-05-24,0.0,LTN 2018-04
446,0.0,2022-08-15,0.0,0.0,7350,5.88,Venda,2017-05-23,22501128.66,NTN-B 05 anos,1000000,NTN-B,0,2017-05-24,22501128.66,NTN-B 2022-08
447,0.0,2026-08-15,0.0,0.0,60000,5.8,Compra,2017-05-23,185253865.98,NTN-B 10 anos,1000000,NTN-B,0,2017-05-24,185253865.98,NTN-B 2026-08
444,0.0,2023-01-01,0.0,0.0,0,0.0,Venda,2017-05-23,0.0,NTN-F 07 anos,1000000,NTN-F,0,2017-05-24,0.0,NTN-F 2023-01
447,0.0,2035-05-15,0.0,0.0,0,0.0,Compra,2017-05-23,0.0,NTN-B 20 anos,300000,NTN-B,0,2017-05-24,0.0,NTN-B 2035-05
446,0.0,2055-05-15,0.0,0.0,0,0.0,Venda,2017-05-23,0.0,NTN-B 40 anos,300000,NTN-B,0,2017-05-24,0.0,NTN-B 2055-05
445,0.0,2027-01-01,0.0,0.0,0,0.0,Compra,2017-05-23,0.0,NTN-F 10 anos,1000000,NTN-F,0,2017-05-24,0.0,NTN-F 2027-01
463,55690031.88,2026-08-15,0.0,17862.0,254800,5.687,Venda,2017-05-30,794413846.98,NTN-B 10 anos,500000,NTN-B,0,2017-05-31,850103878.86,NTN-B 2026-08
463,0.0,2035-05-15,0.0,0.0,37350,5.548,Venda,2017-05-30,118106411.97,NTN-B 20 anos,150000,NTN-B,0,2017-05-31,118106411.97,NTN-B 2035-05
463,102393566.36,2022-08-15,0.0,33108.0,245200,5.69,Venda,2017-05-30,758333408.3,NTN-B 05 anos,500000,NTN-B,0,2017-05-31,860726974.66,NTN-B 2022-08
463,0.0,2055-05-15,0.0,0.0,2700,5.4499,Venda,2017-05-30,8838576.98,NTN-B 40 anos,150000,NTN-B,0,2017-05-31,8838576.98,NTN-B 2055-05
471,404105378.75,2023-03-01,0.0,45741.0,1500000,0.044,Venda,2017-06-01,13251957429.36,LFT 6 anos,1500000,LFT,0,2017-06-02,13656062808.11,LFT 2023-03
470,0.0,2020-07-01,0.0,0.0,2000000,10.2196,Venda,2017-06-01,1485280133.75,LTN 48 meses,2000000,LTN,0,2017-06-02,1485280133.75,LTN 2020-07
470,0.0,2019-04-01,0.0,0.0,2000000,9.579,Venda,2017-06-01,1695059144.78,LTN 24 meses,2000000,LTN,0,2017-06-02,1695059144.78,LTN 2019-04
470,0.0,2018-04-01,0.0,0.0,1000000,9.244,Venda,2017-06-01,930298180.89,LTN 12 meses,1000000,LTN,0,2017-06-02,930298180.89,LTN 2018-04
501,198932482.0,2027-01-01,0.0,200000.0,1000000,10.9049,Venda,2017-06-08,994250401.32,NTN-F 10 anos,1000000,NTN-F,0,2017-06-09,1193182883.3200002,NTN-F 2027-01
500,194375090.36,2017-10-01,0.0,200000.0,1000000,9.6547,Venda,2017-06-08,971520000.0,LTN 06 meses,1000000,LTN,0,2017-06-09,1165895090.36,LTN 2017-10
500,169821269.7,2019-04-01,0.0,200000.0,1000000,9.5996,Venda,2017-06-08,848797159.05,LTN 24 meses,1000000,LTN,0,2017-06-09,1018618428.75,LTN 2019-04
500,296961773.53,2020-07-01,0.0,400000.0,2000000,10.31,Venda,2017-06-08,1484230389.73,LTN 48 meses,2000000,LTN,0,2017-06-09,1781192163.26,LTN 2020-07
501,101515668.18,2023-01-01,0.0,99999.0,500000,10.7639,Venda,2017-06-08,507377158.96,NTN-F 07 anos,500000,NTN-F,0,2017-06-09,608892827.14,NTN-F 2023-01
507,0.0,2022-08-15,0.0,0.0,782200,5.69,Venda,2017-06-13,2425709376.24,NTN-B 05 anos,1000000,NTN-B,0,2017-06-14,2425709376.24,NTN-B 2022-08
507,0.0,2026-08-15,0.0,0.0,217800,5.69,Venda,2017-06-13,680767503.03,NTN-B 10 anos,1000000,NTN-B,0,2017-06-14,680767503.03,NTN-B 2026-08
508,0.0,2040-08-15,0.0,0.0,0,0.0,Compra,2017-06-13,0.0,,150000,NTN-B,0,2017-06-14,0.0,NTN-B 2040-08
508,0.0,2055-05-15,0.0,0.0,0,0.0,Compra,2017-06-13,0.0,NTN-B 40 anos,150000,NTN-B,0,2017-06-14,0.0,NTN-B 2055-05
507,74942.85,2035-05-15,0.0,24.0,89150,5.69,Venda,2017-06-13,278381472.25,NTN-B 20 anos,150000,NTN-B,0,2017-06-14,278456415.1,NTN-B 2035-05
527,187035039.7,2018-04-01,0.0,200000.0,1000000,9.0089,Venda,2017-06-14,934855469.35,LTN 12 meses,1000000,LTN,0,2017-06-16,1121890509.05,LTN 2018-04
528,490162464.28,2023-03-01,0.0,55234.0,1500000,0.0269,Venda,2017-06-14,13311430847.69,LFT 6 anos,1500000,LFT,0,2017-06-16,13801593311.97,LFT 2023-03
527,374688398.99,2020-07-01,0.0,500000.0,2500000,10.029,Venda,2017-06-14,1872730663.45,LTN 48 meses,2500000,LTN,0,2017-06-16,2247419062.44,LTN 2020-07
527,256303244.14,2019-04-01,0.0,299997.0,1500000,9.31,Venda,2017-06-14,1281076067.23,LTN 24 meses,1500000,LTN,0,2017-06-16,1537379311.37,LTN 2019-04
566,74247510.24,2023-01-01,0.0,72000.0,750000,10.4489,Venda,2017-06-22,773105082.14,NTN-F 07 anos,750000,NTN-F,0,2017-06-23,847352592.38,NTN-F 2023-01
566,284610816.09,2027-01-01,0.0,281997.0,1500000,10.7099,Venda,2017-06-22,1513289164.36,NTN-F 10 anos,1500000,NTN-F,0,2017-06-23,1797899980.4499998,NTN-F 2027-01
565,0.0,2017-10-01,0.0,0.0,1000000,9.4375,Venda,2017-06-22,975260000.0,LTN 06 meses,1000000,LTN,0,2017-06-23,975260000.0,LTN 2017-10
565,183212960.51,2019-04-01,0.0,213646.0,2000000,9.1859,Venda,2017-06-22,1714507731.19,LTN 24 meses,2000000,LTN,0,2017-06-23,1897720691.7,LTN 2019-04
567,0.0,2025-01-01,0.0,0.0,0,0.0,Compra,2017-06-22,0.0,,150000,NTN-F,0,2017-06-23,0.0,NTN-F 2025-01
565,0.0,2020-07-01,0.0,0.0,3500000,9.964,Venda,2017-06-22,2631903818.45,LTN 48 meses,3500000,LTN,0,2017-06-23,2631903818.45,LTN 2020-07
